HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A
Hertha,Wolfsburg,0,5,3,3.4,2.3
Hoffenheim,Stuttgart,2,2,2.1,3.5,3.4
Mainz,Dortmund,1,2,2.9,3.6,2.3
Augsburg,M'gladbach,1,0,3,3.6,2.25
Freiburg,Ein Frankfurt,1,1,2.5,3.5,2.7
Leverkusen,Bochum,2,0,1.4,5.25,6.5
Werder Bremen,Union Berlin,1,2,2.8,3.2,2.63
RB Leipzig,Stuttgart,2,1,1.33,5,9
Freiburg,Augsburg,3,1,1.5,4.5,6.25
Hertha,Union Berlin,0,2,3.5,3.25,2.2
Hoffenheim,M'gladbach,1,4,2,3.9,3.4
Mainz,Bochum,5,2,1.7,4,4.75
Werder Bremen,Wolfsburg,2,1,3.2,3.6,2.15
Bayern Munich,Ein Frankfurt,1,1,1.33,6,7.5
Schalke 04,FC Koln,0,0,3.8,3.6,1.95
Leverkusen,Dortmund,0,2,2.45,3.8,2.63
Augsburg,Leverkusen,1,0,4,3.8,1.85
Bochum,Hoffenheim,5,2,2.75,3.5,2.5
Dortmund,Freiburg,5,1,1.67,4,5
Ein Frankfurt,Hertha,3,0,1.45,4.5,6.5
FC Koln,RB Leipzig,0,0,4.2,3.6,1.91
Union Berlin,Mainz,2,1,1.95,3.5,4
M'gladbach,Schalke 04,0,0,1.53,4.5,5.75
Stuttgart,Werder Bremen,0,2,2,3.6,3.6
Wolfsburg,Bayern Munich,2,4,5.25,4.5,1.57
Schalke 04,Wolfsburg,0,0,3.6,3.8,1.95
Bayern Munich,Bochum,3,0,1.11,10,17
Freiburg,Stuttgart,2,1,1.8,3.8,4.33
Hoffenheim,Leverkusen,1,3,2.88,3.6,2.38
Mainz,Augsburg,3,1,1.8,4,4.2
Werder Bremen,Dortmund,0,2,4,4,1.8
RB Leipzig,Union Berlin,1,2,1.7,3.75,5
Hertha,M'gladbach,4,1,2.88,3.5,2.4
FC Koln,Ein Frankfurt,3,0,2.7,3.5,2.5
Augsburg,Hoffenheim,1,0,2.7,3.5,2.6
Bochum,Freiburg,0,2,3.1,3.5,2.25
M'gladbach,Bayern Munich,3,2,7,5.75,1.36
Stuttgart,FC Koln,3,0,2.45,3.4,2.88
Wolfsburg,RB Leipzig,0,3,3.3,3.6,2.15
Ein Frankfurt,Werder Bremen,2,0,1.62,4.2,5.25
Union Berlin,Schalke 04,0,0,1.6,3.8,6
Dortmund,Hertha,4,1,1.33,5.5,8.5
Leverkusen,Mainz,2,3,1.8,3.8,4.2
Mainz,M'gladbach,4,0,2.15,3.6,3.2
FC Koln,Wolfsburg,0,2,2.3,3.5,3
Hertha,Augsburg,2,0,2.1,3.6,3.25
Hoffenheim,Dortmund,0,1,4,4.2,1.75
RB Leipzig,Ein Frankfurt,2,1,1.7,4,4.6
Werder Bremen,Bochum,3,0,2,3.8,3.6
Schalke 04,Stuttgart,2,1,3,3.4,2.45
Freiburg,Leverkusen,1,1,2.15,3.5,3.25
Bayern Munich,Union Berlin,3,0,1.33,5.25,9
Dortmund,RB Leipzig,2,1,2.2,3.5,3.2
Augsburg,Werder Bremen,2,1,2.3,3.5,3
Bochum,Schalke 04,0,2,2.3,3.4,3.1
Mainz,Hoffenheim,1,0,1.91,3.6,4
M'gladbach,Freiburg,0,0,2.4,3.6,2.8
Union Berlin,FC Koln,0,0,1.91,3.4,4.33
Stuttgart,Bayern Munich,1,2,7,5.25,1.4
Leverkusen,Hertha,4,1,1.53,4.2,6
Wolfsburg,Ein Frankfurt,2,2,2.45,3.5,2.8
FC Koln,Bochum,0,2,1.73,3.75,4.75
Bayern Munich,Augsburg,5,3,1.13,9,19
Ein Frankfurt,Stuttgart,1,1,1.8,4,4.2
Hertha,Mainz,1,1,2.9,3.4,2.45
RB Leipzig,M'gladbach,3,0,1.4,5,7
Schalke 04,Dortmund,2,2,4.5,4,1.73
Freiburg,Hoffenheim,2,1,1.91,3.6,4
Werder Bremen,Leverkusen,2,3,3.3,3.75,2.1
Wolfsburg,Union Berlin,1,1,2.25,3.25,3.3
M'gladbach,Werder Bremen,2,2,1.8,4,4.2
Augsburg,Schalke 04,1,1,2.3,3.4,3.1
Bochum,RB Leipzig,1,0,5.5,4.33,1.55
Hoffenheim,Hertha,3,1,2.05,3.5,3.5
Stuttgart,Wolfsburg,0,1,2.38,3.4,2.9
Dortmund,FC Koln,6,1,1.45,4.75,6.5
Union Berlin,Ein Frankfurt,2,0,2.38,3.2,3.2
Leverkusen,Bayern Munich,2,1,5.25,4.5,1.55
Mainz,Freiburg,1,1,2.1,3.5,3.3
Ein Frankfurt,Bochum,1,1,1.5,4.33,6.5
Freiburg,Hertha,1,1,1.62,4,5.5
RB Leipzig,Mainz,0,3,1.53,4.5,5.5
Schalke 04,Leverkusen,0,3,3.8,3.75,1.91
Union Berlin,Stuttgart,3,0,2.05,3.2,3.9
Wolfsburg,Augsburg,2,2,1.62,4,5.5
Bayern Munich,Dortmund,4,2,1.45,5,6
FC Koln,M'gladbach,0,0,2.25,3.6,3
Werder Bremen,Hoffenheim,1,2,2.3,3.5,3
Augsburg,FC Koln,1,3,2.8,3.4,2.55
Dortmund,Union Berlin,2,1,1.6,4,5.75
Freiburg,Bayern Munich,0,1,6.5,5,1.45
Leverkusen,Ein Frankfurt,3,1,1.8,4,4
Mainz,Werder Bremen,2,2,1.7,4,4.75
Hertha,RB Leipzig,0,1,5.5,4,1.62
M'gladbach,Wolfsburg,2,0,2.38,3.6,2.88
Bochum,Stuttgart,2,3,3.1,3.5,2.25
Hoffenheim,Schalke 04,2,0,1.91,3.8,3.8
Schalke 04,Hertha,5,2,2.25,3.3,3.2
Bayern Munich,Hoffenheim,1,1,1.22,7.5,11
FC Koln,Mainz,1,1,2.55,3.4,2.7
RB Leipzig,Augsburg,3,2,1.25,6.5,10
Stuttgart,Dortmund,3,3,3.5,3.8,1.95
Ein Frankfurt,M'gladbach,1,1,1.73,4.2,4.33
Werder Bremen,Freiburg,1,2,2.7,3.5,2.55
Union Berlin,Bochum,1,1,1.6,3.8,6
Wolfsburg,Leverkusen,0,0,2.75,3.6,2.4
Augsburg,Stuttgart,1,1,3.2,3.6,2.15
Bochum,Wolfsburg,1,5,3,3.5,2.3
Hertha,Werder Bremen,2,4,2.25,3.5,3.1
Hoffenheim,FC Koln,1,3,2.2,3.5,3.2
Mainz,Bayern Munich,3,1,5.25,4.5,1.57
Dortmund,Ein Frankfurt,4,0,1.62,4.5,4.75
Freiburg,Schalke 04,4,0,1.8,3.75,4.5
Leverkusen,RB Leipzig,2,0,2.5,3.6,2.63
M'gladbach,Union Berlin,0,1,2.38,3.3,3.1
Bochum,Dortmund,1,1,6,5.25,1.44
Ein Frankfurt,Augsburg,1,1,1.53,4.5,5.5
FC Koln,Freiburg,0,1,2.4,3.25,3
RB Leipzig,Hoffenheim,1,0,1.44,5,6.5
Stuttgart,M'gladbach,2,1,1.8,4,4.2
Union Berlin,Leverkusen,0,0,2.8,3.4,2.45
Schalke 04,Werder Bremen,2,1,2.25,3.5,3.1
Bayern Munich,Hertha,2,0,1.11,10,19
Wolfsburg,Mainz,3,0,2.2,3.5,3.1
Leverkusen,FC Koln,1,2,1.67,4,5
Mainz,Schalke 04,2,3,1.62,4,5.25
Augsburg,Union Berlin,1,0,3.4,3.25,2.2
Freiburg,RB Leipzig,0,1,4,3.75,1.85
Hertha,Stuttgart,2,1,3.1,3.5,2.25
Hoffenheim,Ein Frankfurt,3,1,2.3,3.6,2.9
M'gladbach,Bochum,2,0,1.85,3.8,4
Werder Bremen,Bayern Munich,1,2,8.5,6,1.3
Dortmund,Wolfsburg,6,0,1.44,5.25,5.75
FC Koln,Hertha,5,2,1.85,3.75,4
Bayern Munich,Schalke 04,6,0,1.13,10,17
Bochum,Augsburg,3,2,2.1,3.6,3.3
Ein Frankfurt,Mainz,3,0,2.1,3.6,3.3
Union Berlin,Freiburg,4,2,2.2,3.2,3.5
Wolfsburg,Hoffenheim,2,1,1.91,3.75,3.8
Dortmund,M'gladbach,5,2,1.25,6.5,10
Stuttgart,Leverkusen,1,1,2.5,3.4,2.75
RB Leipzig,Werder Bremen,2,1,1.25,6.5,10
Freiburg,Wolfsburg,2,0,2,3.8,3.4
Hertha,Bochum,1,1,2.2,3.6,3.1
Hoffenheim,Union Berlin,4,2,2.5,3.4,2.8
Schalke 04,Ein Frankfurt,2,2,3,3.6,2.25
Werder Bremen,FC Koln,1,1,2.6,3.6,2.55
Bayern Munich,RB Leipzig,1,3,1.5,5,5.5
Mainz,Stuttgart,1,4,2.5,3.5,2.7
Augsburg,Dortmund,0,3,7,5.5,1.36
Leverkusen,M'gladbach,2,2,1.45,5.25,5.75
Bochum,Leverkusen,3,0,3.25,4,2
Dortmund,Mainz,2,2,1.14,8.5,15
Ein Frankfurt,Freiburg,2,1,2.4,3.75,2.7
FC Koln,Bayern Munich,1,2,7.5,6,1.3
M'gladbach,Augsburg,2,0,2.2,3.8,3
RB Leipzig,Schalke 04,4,2,1.6,4.5,4.75
Stuttgart,Hoffenheim,1,1,1.57,4.75,5
Union Berlin,Werder Bremen,1,0,1.44,4.75,7
Wolfsburg,Hertha,1,2,1.36,5.25,8
Osasuna,Sevilla,2,1,3.2,3.1,2.4
Celta,Espanol,2,2,1.8,3.75,4.75
Valladolid,Villarreal,0,3,3.9,3.6,1.9
Barcelona,Vallecano,0,0,1.22,7,12
Cadiz,Sociedad,0,1,3.6,3.2,2.2
Valencia,Girona,1,0,1.85,3.4,4.5
Almeria,Real Madrid,1,2,7.5,5,1.4
Ath Bilbao,Mallorca,0,0,1.6,3.75,6.5
Getafe,Ath Madrid,0,3,5,3.1,1.9
Betis,Elche,3,0,1.44,4.5,7
Espanol,Vallecano,0,2,2.45,3.1,3.1
Sevilla,Valladolid,1,1,1.5,4.2,6.5
Osasuna,Cadiz,2,0,1.9,3.25,4.5
Mallorca,Betis,1,2,3.1,3.2,2.4
Celta,Real Madrid,1,4,4.5,4.2,1.66
Ath Bilbao,Valencia,1,0,1.8,3.75,4.5
Ath Madrid,Villarreal,0,2,1.85,3.5,4.33
Sociedad,Barcelona,1,4,3.3,3.6,2.1
Elche,Almeria,1,1,2.5,3.2,3
Girona,Getafe,3,1,2.8,2.9,2.9
Girona,Celta,0,1,2.8,3.1,2.75
Betis,Osasuna,1,0,1.8,3.6,4.75
Elche,Sociedad,0,1,3.6,3.2,2.15
Vallecano,Mallorca,0,2,2.05,3.25,4
Almeria,Sevilla,2,1,3.6,3.25,2.15
Getafe,Villarreal,0,0,4.33,3.4,1.85
Barcelona,Valladolid,4,0,1.14,8.5,15
Espanol,Real Madrid,1,3,6.5,4.75,1.45
Cadiz,Ath Bilbao,0,4,3.6,3.2,2.15
Valencia,Ath Madrid,0,1,4,3.3,2
Celta,Cadiz,3,0,1.66,3.6,5.5
Mallorca,Girona,1,1,2.15,3.2,3.6
Real Madrid,Betis,2,1,1.4,5.25,6.5
Sociedad,Ath Madrid,1,1,2.9,3.2,2.55
Sevilla,Barcelona,0,3,4.5,3.6,1.8
Osasuna,Vallecano,2,1,2,3.1,4.33
Ath Bilbao,Espanol,0,1,1.53,4,6.5
Villarreal,Elche,4,0,1.33,5,10
Valencia,Getafe,5,1,1.9,3.2,4.5
Valladolid,Almeria,1,0,2.3,3.3,3.1
Girona,Valladolid,2,1,2.25,3.25,3.4
Vallecano,Valencia,2,1,2.62,3.1,2.87
Espanol,Sevilla,2,3,2.87,3.25,2.5
Cadiz,Barcelona,0,4,13,6.5,1.22
Ath Madrid,Celta,4,1,1.61,3.8,6
Real Madrid,Mallorca,4,1,1.25,6,11
Elche,Ath Bilbao,1,4,4,3.6,1.9
Getafe,Sociedad,2,1,3.75,3,2.15
Betis,Villarreal,1,0,2.8,3.4,2.5
Almeria,Osasuna,0,1,2.6,3.25,2.75
Valladolid,Cadiz,0,1,2,3.25,4
Mallorca,Almeria,1,0,2,3.3,4
Barcelona,Elche,3,0,1.08,11,26
Valencia,Celta,3,0,2.3,3.2,3.3
Ath Bilbao,Vallecano,3,2,1.53,4,6.5
Osasuna,Getafe,0,2,1.8,3.4,5
Villarreal,Sevilla,1,1,1.7,3.8,5
Betis,Girona,2,1,1.75,3.6,5
Sociedad,Espanol,2,1,1.7,3.6,5
Ath Madrid,Real Madrid,1,2,3.1,3.4,2.3
Ath Bilbao,Almeria,4,0,1.33,5,9.5
Cadiz,Villarreal,0,0,6,4,1.57
Getafe,Valladolid,2,3,2.3,3,3.5
Sevilla,Ath Madrid,0,2,3,3.2,2.5
Mallorca,Barcelona,0,1,9,5,1.36
Espanol,Valencia,2,2,2.62,3.3,2.7
Celta,Betis,1,0,2.45,3.4,2.87
Girona,Sociedad,3,5,3.25,3.2,2.3
Real Madrid,Osasuna,1,1,1.3,5.5,9.5
Vallecano,Elche,2,1,1.72,3.6,5.25
Osasuna,Valencia,1,2,2.4,3.2,3.1
Almeria,Vallecano,3,1,2.9,3.3,2.55
Ath Madrid,Girona,2,1,1.45,4.33,7.5
Sevilla,Ath Bilbao,1,1,3,3.3,2.4
Getafe,Real Madrid,0,1,6.5,4.5,1.5
Valladolid,Betis,0,0,2.8,3.4,2.4
Cadiz,Espanol,2,2,2.87,3.2,2.55
Sociedad,Villarreal,1,0,2.5,3.4,2.75
Barcelona,Celta,1,0,1.28,6,9
Elche,Mallorca,1,1,3,3.1,2.5
Vallecano,Getafe,0,0,2.05,3.2,3.8
Girona,Cadiz,1,1,1.9,3.3,4.5
Valencia,Elche,2,2,1.4,4.75,7.5
Mallorca,Sevilla,0,1,2.9,3,2.7
Ath Bilbao,Ath Madrid,0,1,2.45,3.2,3
Celta,Sociedad,1,2,2.6,3.2,2.8
Real Madrid,Barcelona,3,1,2.2,3.6,3.1
Espanol,Valladolid,1,0,2.2,3.3,3.5
Betis,Almeria,3,1,1.57,4.1,5.75
Villarreal,Osasuna,2,0,1.57,4.2,6
Sevilla,Valencia,1,1,2.25,3.4,3.2
Getafe,Ath Bilbao,2,2,4.75,3.3,1.83
Ath Madrid,Vallecano,1,1,1.55,3.75,7
Cadiz,Betis,0,0,4,3.3,2
Valladolid,Celta,4,1,2.9,3.3,2.45
Sociedad,Mallorca,1,0,1.55,4,6.5
Elche,Real Madrid,0,3,8.5,5.75,1.3
Almeria,Girona,3,2,2.6,3.25,2.8
Osasuna,Espanol,1,0,2.05,3.6,3.5
Barcelona,Villarreal,3,0,1.5,4.5,6
Vallecano,Cadiz,5,1,1.72,3.5,5.25
Valladolid,Sociedad,1,0,3.6,3.4,2.05
Valencia,Mallorca,1,2,1.75,3.5,5
Real Madrid,Sevilla,3,1,1.36,4.75,8.5
Espanol,Elche,2,2,1.66,3.75,5.25
Betis,Ath Madrid,1,2,3.2,3.3,2.3
Girona,Osasuna,1,1,2.55,3.2,2.9
Villarreal,Almeria,2,1,1.36,4.75,9
Barcelona,Ath Bilbao,4,0,1.55,4.5,5.5
Celta,Getafe,1,1,1.75,3.5,5
Mallorca,Espanol,1,1,2.25,3.1,3.4
Almeria,Celta,3,1,3.3,3.3,2.25
Cadiz,Ath Madrid,3,2,7,3.6,1.6
Sevilla,Vallecano,0,1,2,3.3,4
Valencia,Barcelona,0,1,5,4.33,1.57
Osasuna,Valladolid,2,0,1.9,3.4,4.33
Real Madrid,Girona,1,1,1.2,6.5,13
Ath Bilbao,Villarreal,1,0,2.2,3.3,3.4
Sociedad,Betis,0,2,2,3.5,3.8
Elche,Getafe,0,1,2.7,3,2.87
Girona,Ath Bilbao,2,1,3.75,3.5,2
Getafe,Cadiz,0,0,2.2,3.1,3.75
Valladolid,Elche,2,1,1.83,3.6,4.33
Celta,Osasuna,1,2,2.1,3.3,3.75
Barcelona,Almeria,2,0,1.08,10,26
Ath Madrid,Espanol,1,1,1.44,4.5,8
Sociedad,Valencia,1,1,1.95,3.4,4
Villarreal,Mallorca,0,2,1.57,4,5.75
Betis,Sevilla,1,1,2.2,3.2,3.6
Vallecano,Real Madrid,3,2,4.75,4.2,1.65
Elche,Girona,1,2,3.25,3.3,2.2
Ath Bilbao,Valladolid,3,0,1.4,4.5,7.5
Osasuna,Barcelona,1,2,5.75,4.2,1.53
Almeria,Getafe,1,0,2.15,3.3,3.5
Sevilla,Sociedad,1,2,2.6,3.2,2.8
Espanol,Villarreal,0,1,3.2,3.2,2.37
Mallorca,Ath Madrid,1,0,3.8,3.1,2.1
Vallecano,Celta,0,0,2.2,3.2,3.5
Valencia,Betis,3,0,2.1,3.4,3.6
Real Madrid,Cadiz,2,1,1.14,8.5,15
Girona,Vallecano,2,2,2.3,3.2,3.3
Betis,Ath Bilbao,0,0,2.88,3.3,2.5
Ath Madrid,Elche,2,0,1.29,5.5,10
Getafe,Mallorca,2,0,2.75,2.75,3.1
Cadiz,Almeria,1,1,2.38,3.1,3.25
Celta,Sevilla,1,1,2.2,3.3,3.4
Valladolid,Real Madrid,0,2,6.5,4.75,1.45
Barcelona,Espanol,1,1,1.25,6.5,10
Sociedad,Osasuna,2,0,1.85,3.3,4.75
Villarreal,Valencia,2,1,1.95,3.4,4.2
Elche,Celta,0,1,4,3.25,1.95
Valencia,Cadiz,0,1,1.57,4,5.75
Villarreal,Real Madrid,2,1,3.25,3.8,2.05
Mallorca,Valladolid,1,0,1.95,3.3,4.2
Espanol,Girona,2,2,2.25,3.4,3.2
Almeria,Sociedad,0,2,4.2,3.3,1.95
Vallecano,Betis,1,2,2.3,3.3,3.2
Sevilla,Getafe,2,1,1.75,3.4,5.25
Ath Madrid,Barcelona,0,1,3.1,3.4,2.3
Ath Bilbao,Osasuna,0,0,1.67,3.6,5.75
Celta,Villarreal,1,1,2.88,3.3,2.5
Valladolid,Vallecano,0,1,2.75,3.25,2.63
Girona,Sevilla,2,1,2.38,3.4,3
Osasuna,Mallorca,1,0,2,3.1,4.33
Sociedad,Ath Bilbao,3,1,2.4,3.2,3.1
Getafe,Espanol,1,2,2.5,3,3.1
Almeria,Ath Madrid,1,1,5,3.75,1.7
Cadiz,Elche,1,1,1.91,3.4,4.33
Mallorca,Celta,1,0,2.8,2.75,3
Vallecano,Sociedad,0,2,3.1,3.2,2.38
Espanol,Betis,1,0,2.7,3.2,2.7
Ath Madrid,Valladolid,3,0,1.4,4.75,8.5
Sevilla,Cadiz,1,0,1.7,3.75,5
Villarreal,Girona,1,0,1.73,3.8,4.5
Elche,Osasuna,1,1,3.5,3.25,2.15
Barcelona,Getafe,1,0,1.18,8,15
Ath Bilbao,Real Madrid,0,2,2.9,3.4,2.38
Valencia,Almeria,2,2,1.6,4.2,5.25
Almeria,Espanol,3,1,2.38,3.1,3.2
Cadiz,Mallorca,2,0,2.88,2.8,2.9
Girona,Barcelona,0,1,5,4.33,1.57
Sevilla,Elche,3,0,1.53,4,7
Getafe,Betis,0,1,3.2,2.88,2.63
Valladolid,Valencia,1,0,3.25,3.1,2.4
Osasuna,Ath Madrid,0,1,3.6,3.1,2.2
Celta,Ath Bilbao,1,0,2.88,3,2.7
Real Madrid,Sociedad,0,0,1.67,3.8,5
Villarreal,Vallecano,0,1,1.67,3.8,5.25
Betis,Barcelona,1,2,5,3.8,1.67
Real Madrid,Valencia,2,0,1.44,4.75,6.5
Ath Bilbao,Cadiz,4,1,1.36,4.5,9.5
Espanol,Osasuna,1,1,2.55,3,3
Elche,Villarreal,3,1,5,3.8,1.67
Ath Madrid,Getafe,1,1,1.4,4.33,9
Betis,Celta,3,4,2.2,3.2,3.5
Mallorca,Real Madrid,1,0,5,3.5,1.73
Girona,Valencia,1,0,2.2,3.2,3.5
Sociedad,Valladolid,0,1,1.44,4.33,7.5
Barcelona,Sevilla,3,0,1.33,5.25,8.5
Vallecano,Almeria,2,0,1.73,3.6,5
Cadiz,Girona,2,0,3,3.2,2.45
Almeria,Betis,2,3,2.8,3.4,2.5
Sevilla,Mallorca,2,0,1.91,3.2,4.5
Valencia,Ath Bilbao,1,2,3,3.2,2.45
Getafe,Vallecano,1,1,2.8,2.9,2.88
Celta,Ath Madrid,0,1,3.6,3.1,2.2
Valladolid,Osasuna,0,0,2.75,3.1,2.7
Villarreal,Barcelona,0,1,3.75,4,1.85
Espanol,Sociedad,2,3,3.5,3,2.3
Real Madrid,Elche,4,0,1.18,7.5,15
Girona,Almeria,6,2,1.8,3.75,4.33
Sociedad,Celta,1,1,1.8,3.3,5.25
Betis,Valladolid,2,1,1.6,3.75,6.5
Mallorca,Villarreal,4,2,3.2,3,2.45
Osasuna,Real Madrid,0,2,4.33,3.6,1.8
Elche,Espanol,0,1,2.9,3.1,2.63
Vallecano,Sevilla,1,1,2.5,3.1,3
Ath Madrid,Ath Bilbao,1,0,2,3.3,4
Barcelona,Cadiz,2,0,1.18,7,13
Getafe,Valencia,1,0,2.75,3,2.8
Elche,Betis,2,3,3.5,3.3,2.1
Espanol,Mallorca,2,1,2.5,2.9,3.2
Cadiz,Vallecano,1,0,2.9,3,2.7
Real Madrid,Ath Madrid,1,1,1.8,3.5,5
Valencia,Sociedad,1,0,3.1,3.1,2.5
Ath Bilbao,Girona,2,3,1.67,3.8,5.25
Celta,Valladolid,3,0,1.7,3.75,5.25
Almeria,Barcelona,1,0,7,4.75,1.44
Sevilla,Osasuna,2,3,1.85,3.25,4.5
Villarreal,Getafe,2,1,1.67,3.6,5.75
Sociedad,Cadiz,0,0,1.5,3.9,7.5
Getafe,Girona,3,2,2.75,3,2.8
Almeria,Villarreal,0,2,3.5,3.6,2.05
Mallorca,Elche,0,1,1.7,3.4,5.75
Ath Madrid,Sevilla,6,1,1.67,3.6,5.25
Valladolid,Espanol,2,1,2.5,3.2,2.88
Barcelona,Valencia,1,0,1.53,4.5,5.75
Vallecano,Ath Bilbao,0,0,2.9,3.1,2.6
Betis,Real Madrid,0,0,4.75,3.75,1.73
Osasuna,Celta,0,0,2.8,3,2.8
Cadiz,Getafe,2,2,2.5,2.88,3.3
Real Madrid,Espanol,3,1,1.25,6.5,9.5
Elche,Valladolid,1,1,2.7,3.3,2.7
Celta,Vallecano,3,0,2.1,3.2,4
Valencia,Osasuna,1,0,2.1,3.2,3.8
Mallorca,Sociedad,1,1,3.5,2.9,2.38
Sevilla,Almeria,2,1,1.73,3.6,5.25
Villarreal,Betis,1,1,1.95,3.6,3.8
Ath Bilbao,Barcelona,0,1,3.5,3.3,2.15
Girona,Ath Madrid,0,1,3.75,3.4,2.05
Valladolid,Ath Bilbao,1,3,4.2,3.6,1.83
Almeria,Cadiz,1,1,2,3.5,3.6
Vallecano,Girona,2,2,2,3.4,3.8
Espanol,Celta,1,3,2.75,3.25,2.55
Ath Madrid,Valencia,3,0,1.55,4.2,5.75
Betis,Mallorca,1,0,1.8,3.2,5.25
Osasuna,Villarreal,0,3,3,3.1,2.45
Sociedad,Elche,2,0,1.4,4.75,8.5
Getafe,Sevilla,2,0,2.9,3.1,2.5
Barcelona,Real Madrid,2,1,2.15,3.5,3.25
Mallorca,Osasuna,0,0,2.2,2.9,3.9
Girona,Espanol,2,1,1.91,3.3,4.33
Ath Bilbao,Getafe,0,0,1.57,3.8,6.5
Cadiz,Sevilla,0,2,3.4,3.1,2.3
Elche,Barcelona,0,4,9.5,5,1.33
Celta,Almeria,2,2,1.55,4,6
Real Madrid,Valladolid,6,0,1.2,7.5,11
Villarreal,Sociedad,2,0,2.4,3.1,3.2
Ath Madrid,Betis,1,0,1.53,4,6.5
Valencia,Vallecano,1,1,2.05,3.2,3.8
Sevilla,Celta,2,2,2.1,3.4,3.5
Osasuna,Elche,2,1,1.73,3.6,5
Espanol,Ath Bilbao,1,2,3.5,3.2,2.2
Sociedad,Getafe,2,0,1.7,3.3,6
Real Madrid,Villarreal,2,3,1.53,4.33,5.75
Valladolid,Mallorca,3,3,2.5,2.9,3.2
Betis,Cadiz,0,2,1.62,3.75,5.75
Almeria,Valencia,2,1,3,3.3,2.4
Vallecano,Ath Madrid,1,2,4.33,3.5,1.85
Barcelona,Girona,0,0,1.3,5.5,10
Vallecano,Osasuna,2,1,2.2,3.1,3.6
Villarreal,Valladolid,1,2,1.44,4.75,6.5
Ath Bilbao,Sociedad,2,0,2.25,3.1,3.5
Betis,Espanol,3,1,1.83,3.5,4.5
Cadiz,Real Madrid,0,2,5.75,4.2,1.55
Girona,Elche,2,0,1.53,4.33,6
Getafe,Barcelona,0,0,6,3.8,1.6
Ath Madrid,Almeria,2,1,1.22,7,11
Valencia,Sevilla,0,2,2.2,3.2,3.6
Celta,Mallorca,0,1,1.8,3.3,5.25
Espanol,Cadiz,0,0,2.05,3.25,3.8
Osasuna,Betis,3,2,2.55,3.2,2.88
Almeria,Ath Bilbao,1,2,3.8,3.75,1.85
Sociedad,Vallecano,2,1,1.67,3.5,6
Valladolid,Girona,1,0,2.5,3.4,2.8
Real Madrid,Celta,2,0,1.36,5,9
Elche,Valencia,0,2,4.33,3.5,1.85
Barcelona,Ath Madrid,1,0,1.95,3.3,4.2
Mallorca,Getafe,3,1,2.3,2.88,3.75
Sevilla,Villarreal,2,1,2.75,3.4,2.55
Cadiz,Osasuna,0,1,2.3,3.1,3.4
Girona,Real Madrid,4,2,5.25,4.33,1.57
Betis,Sociedad,0,0,2.75,3.25,2.63
Ath Madrid,Mallorca,3,1,1.4,4.33,8.5
Getafe,Almeria,1,2,1.91,3.3,4.5
Celta,Elche,1,0,1.3,5.25,10
Vallecano,Barcelona,2,1,4.75,3.75,1.73
Valencia,Valladolid,2,1,1.75,3.75,4.75
Villarreal,Espanol,4,2,1.57,4,6
Ath Bilbao,Sevilla,0,1,1.75,3.6,4.5
Osasuna,Sociedad,0,2,3.75,3,2.2
Elche,Vallecano,4,0,4.75,3.5,1.8
Real Madrid,Almeria,4,2,1.14,8.5,15
Barcelona,Betis,4,0,1.33,5,9
Cadiz,Valencia,2,1,3.1,3.1,2.45
Villarreal,Celta,3,1,1.8,3.6,4.5
Espanol,Getafe,1,0,2.38,3,3.3
Valladolid,Ath Madrid,2,5,5.5,3.8,1.65
Mallorca,Ath Bilbao,1,1,3.6,3,2.25
Sevilla,Girona,0,2,1.95,3.5,3.8
Almeria,Elche,2,1,1.62,4.33,5
Barcelona,Osasuna,1,0,1.14,7.5,19
Sociedad,Real Madrid,2,0,2.55,3.4,2.8
Valencia,Villarreal,1,1,2.75,3.3,2.55
Ath Madrid,Cadiz,5,1,1.29,5.5,12
Getafe,Celta,1,0,2.55,3,3.1
Girona,Mallorca,2,1,2.1,3.2,3.75
Sevilla,Espanol,3,2,1.83,3.6,4.2
Ath Bilbao,Betis,0,1,1.7,4,4.75
Vallecano,Valladolid,2,1,1.73,3.8,4.75
Mallorca,Cadiz,1,0,2.15,2.9,4
Sociedad,Girona,2,2,1.62,4,5.5
Osasuna,Almeria,3,1,2.05,3.5,3.6
Villarreal,Ath Bilbao,5,1,2.1,3.5,3.4
Real Madrid,Getafe,1,0,1.55,4,6.5
Celta,Valencia,1,2,2.2,3.3,3.4
Elche,Ath Madrid,1,0,8,5,1.36
Valladolid,Sevilla,0,3,2.25,3.5,3.1
Espanol,Barcelona,2,4,5.25,4,1.65
Betis,Vallecano,3,1,1.91,3.5,4
Cadiz,Valladolid,2,0,2.2,3.4,3.3
Girona,Villarreal,1,2,2.8,3.75,2.3
Ath Bilbao,Celta,2,1,1.62,3.8,5.5
Almeria,Mallorca,3,0,2.25,3.25,3.3
Getafe,Elche,1,1,1.5,4,7
Barcelona,Sociedad,1,2,1.8,3.75,4.33
Vallecano,Espanol,1,2,2.15,3.4,3.4
Ath Madrid,Osasuna,3,0,1.36,4.75,8
Valencia,Real Madrid,1,0,3.2,3.5,2.2
Sevilla,Betis,0,0,2.3,3.3,3.1
Celta,Girona,1,1,2,3.5,3.75
Sociedad,Almeria,1,0,1.36,5,8
Valladolid,Barcelona,3,1,3.6,3.8,1.91
