HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,B365O25,B365U25
Aston Villa,Swansea,0,2,1.83,3.4,4.75,,
Blackburn,Stoke,1,2,2.5,3.25,2.88,,
Fulham,Arsenal,2,1,4,3.5,1.91,,
QPR,Norwich,1,2,2.1,3.4,3.5,,
Wolves,Chelsea,1,2,6,4,1.57,,
Man City,Liverpool,3,0,1.91,3.4,4.2,,
Tottenham,West Brom,1,0,1.33,5,10,,
Wigan,Sunderland,1,4,2.63,3.25,2.75,,
Everton,Bolton,1,2,1.5,4,7,,
Newcastle,Man United,3,0,5,3.6,1.73,,
Tottenham,Everton,2,0,1.53,3.8,7,,
Aston Villa,Everton,1,1,2.4,3.25,3,,
Blackburn,Fulham,3,1,3,3.3,2.38,,
Chelsea,Sunderland,1,0,1.4,4.5,8.5,,
Liverpool,Stoke,0,0,1.4,4.33,9,,
Man United,Bolton,3,0,1.14,8,17,,
Tottenham,Wolves,1,1,1.25,5.5,13,,
West Brom,Norwich,1,2,2,3.4,3.8,,
Newcastle,QPR,1,0,1.73,3.6,5,,
Swansea,Arsenal,3,2,4.75,3.5,1.8,,
Wigan,Man City,0,1,9,4.33,1.4,,
Bolton,Liverpool,3,1,6,3.75,1.62,,
Everton,Blackburn,1,1,1.53,4,6.5,,
Fulham,Newcastle,5,2,2,3.4,3.8,,
Norwich,Chelsea,0,0,5.5,4,1.62,,
QPR,Wigan,3,1,2,3.4,3.8,,
Stoke,West Brom,1,2,1.91,3.4,4.2,,
Sunderland,Swansea,2,0,1.91,3.4,4.2,,
Wolves,Aston Villa,2,3,2.5,3.25,2.88,,
Arsenal,Man United,1,2,2.8,3.4,2.5,,
Man City,Tottenham,3,2,1.91,3.6,4,,
Everton,Man City,1,0,4.33,3.5,1.85,,
Man United,Stoke,2,0,1.33,5,10,,
Swansea,Chelsea,1,1,4,3.25,2,,
Tottenham,Wigan,3,1,1.22,6,15,,
Wolves,Liverpool,0,3,5,3.8,1.7,,
Aston Villa,QPR,2,2,1.8,3.5,4.75,,
Blackburn,Newcastle,0,2,2.63,3.3,2.7,,
Bolton,Arsenal,0,0,5,3.75,1.7,,
Fulham,West Brom,1,1,1.83,3.5,4.5,,
Sunderland,Norwich,3,0,1.91,3.5,4.2,,
Arsenal,Blackburn,7,1,1.29,5.5,11,,
Man City,Fulham,3,0,1.3,5.5,10,,
Norwich,Bolton,2,0,2,3.5,3.75,,
QPR,Wolves,1,2,1.91,3.6,4,,
Stoke,Sunderland,0,1,2.25,3.25,3.3,,
West Brom,Swansea,1,2,2.1,3.3,3.6,,
Wigan,Everton,1,1,3.5,3.4,2.1,,
Chelsea,Man United,3,3,2.5,3.3,2.88,,
Newcastle,Aston Villa,2,1,2,3.4,3.8,,
Liverpool,Tottenham,0,0,2,3.4,3.8,,
Blackburn,QPR,3,2,2.38,3.3,3,,
Bolton,Wigan,1,2,2,3.5,3.75,,
Everton,Chelsea,2,0,3.25,3.3,2.25,,
Fulham,Stoke,2,1,1.91,3.5,4,,
Man United,Liverpool,2,1,1.85,3.6,4.33,,
Sunderland,Arsenal,1,2,3.5,3.4,2.1,,
Swansea,Norwich,2,3,1.83,3.5,4.5,,
Tottenham,Newcastle,5,0,1.44,4.33,7.5,,
Aston Villa,Man City,0,1,5.5,3.6,1.67,,
Wolves,West Brom,1,5,2.5,3.25,2.88,,
Chelsea,Bolton,3,0,1.29,5.5,11,,
Man City,Blackburn,3,0,1.17,7,17,,
Newcastle,Wolves,2,2,1.57,4,6,,
QPR,Fulham,0,1,2.63,3.25,2.75,,
West Brom,Sunderland,4,0,2.4,3.25,3,,
Wigan,Aston Villa,0,0,2.75,3.25,2.63,,
Arsenal,Tottenham,5,2,2.5,3.4,2.75,,
Norwich,Man United,1,2,6.5,4,1.53,,
Stoke,Swansea,2,0,2.1,3.4,3.5,,
Blackburn,Aston Villa,1,1,2.38,3.4,3,,
Liverpool,Arsenal,1,2,2,3.5,3.75,,
Man City,Bolton,2,0,1.13,8.5,21,,
QPR,Everton,1,1,3.1,3.25,2.38,,
Stoke,Norwich,1,0,1.83,3.5,4.5,,
West Brom,Chelsea,1,0,4.2,3.4,1.91,,
Wigan,Swansea,0,2,2.5,3.25,2.88,,
Fulham,Wolves,5,0,1.57,3.75,6.5,,
Newcastle,Sunderland,1,1,2.1,3.4,3.5,,
Tottenham,Man United,1,3,2.88,3.4,2.4,,
Aston Villa,Fulham,1,0,2.5,3.25,2.88,,
Bolton,QPR,2,1,2.5,3.25,2.88,,
Chelsea,Stoke,1,0,1.4,4.5,8.5,,
Everton,Tottenham,1,0,2.88,3.25,2.5,,
Sunderland,Liverpool,1,0,3.8,3.4,2,,
Wolves,Blackburn,0,2,2.38,3.3,3,,
Man United,West Brom,2,0,1.29,5.5,11,,
Norwich,Wigan,1,1,1.83,3.6,4.33,,
Swansea,Man City,1,0,6,3.75,1.62,,
Arsenal,Newcastle,2,1,1.44,4.33,7.5,,
Liverpool,Everton,3,0,1.73,3.4,5.5,,
Fulham,Swansea,0,3,1.83,3.5,4.5,,
Wigan,West Brom,1,1,2.75,3.3,2.6,,
Newcastle,Norwich,1,0,1.8,3.6,4.5,,
Wolves,Man United,0,5,9,5,1.33,,
Blackburn,Sunderland,2,0,2.4,3.4,2.88,,
Everton,Arsenal,0,1,3,3.4,2.3,,
Man City,Chelsea,2,1,1.91,3.6,4,,
QPR,Liverpool,3,2,5,3.6,1.73,,
Tottenham,Stoke,1,1,1.4,4.5,8.5,,
Arsenal,Aston Villa,3,0,1.33,5,10,,
Bolton,Blackburn,2,1,2.4,3.4,2.9,,
Chelsea,Tottenham,0,0,1.83,3.6,4.33,,
Liverpool,Wigan,1,2,1.29,5.5,11,,
Norwich,Wolves,2,1,1.73,3.75,4.75,,
Stoke,Man City,1,1,6,3.75,1.62,,
Sunderland,QPR,3,1,2,3.4,3.8,,
Swansea,Everton,0,2,2.2,3.25,3.4,,
West Brom,Newcastle,1,3,2.3,3.4,3.1,,
Man United,Fulham,1,0,1.22,6,15,,
Aston Villa,Chelsea,2,4,4.5,3.5,1.83,,
Everton,West Brom,2,0,1.83,3.5,4.5,,
Fulham,Norwich,2,1,1.7,3.75,5,,
Man City,Sunderland,3,3,1.22,6.5,12,,
QPR,Arsenal,2,1,5.5,4.2,1.57,,
Wigan,Stoke,2,0,2.63,3.25,2.75,,
Wolves,Bolton,2,3,2.3,3.4,3.1,,
Newcastle,Liverpool,2,0,2.88,3.4,2.4,,
Tottenham,Swansea,3,1,1.4,4.5,8.5,,
Blackburn,Man United,0,2,9,4.75,1.36,,
Swansea,Newcastle,0,2,2.4,3.4,2.88,,
Bolton,Fulham,0,3,2.6,3.3,2.75,,
Chelsea,Wigan,2,1,1.25,6,12,,
Liverpool,Aston Villa,1,1,1.44,4.33,7.5,,
Norwich,Everton,2,2,3,3.3,2.4,,
Stoke,Wolves,2,1,1.57,4,6,,
Sunderland,Tottenham,0,0,3.3,3.4,2.2,,
West Brom,Blackburn,3,0,1.91,3.6,4,,
Arsenal,Man City,1,0,2.4,3.4,2.88,,
Man United,QPR,2,0,1.17,7.5,15,,
Aston Villa,Stoke,1,1,2.2,3.3,3.4,,
Everton,Sunderland,4,0,1.83,3.5,4.5,,
Fulham,Chelsea,1,1,3.5,3.4,2.1,,
Newcastle,Bolton,2,0,1.53,4.2,6,,
Tottenham,Norwich,1,2,1.29,5.5,11,,
Blackburn,Liverpool,2,3,3.5,3.4,2.1,,
Man City,West Brom,4,0,1.25,5.5,13,,
QPR,Swansea,3,0,2.1,3.4,3.5,,
Wigan,Man United,1,0,9,4.75,1.36,,
Wolves,Arsenal,0,3,7,4.5,1.44,,
Norwich,Man City,1,6,6,4.2,1.53,,
Sunderland,Wolves,0,0,1.5,4.2,6.5,,
Swansea,Blackburn,3,0,1.91,3.5,4,,
West Brom,QPR,1,0,2.1,3.4,3.5,,
Man United,Aston Villa,4,0,1.22,6.5,13,,
Arsenal,Wigan,1,2,1.25,6,12,,
Arsenal,Chelsea,0,0,2,3.6,3.6,,
Aston Villa,Sunderland,0,0,2.3,3.3,3.2,,
Blackburn,Norwich,2,0,2.1,3.4,3.5,,
Bolton,Swansea,1,1,2.2,3.3,3.4,,
Fulham,Wigan,2,1,1.91,3.6,4,,
Newcastle,Stoke,3,0,1.67,3.75,5.5,,
QPR,Tottenham,1,0,4,3.6,1.91,,
Liverpool,West Brom,0,1,1.44,4.33,7.5,,
Man United,Everton,4,4,1.3,5,11,,
Wolves,Man City,0,2,12,6.5,1.22,,
Aston Villa,Bolton,1,2,1.91,3.5,4,,
Everton,Fulham,4,0,1.83,3.5,4.5,,
Norwich,Liverpool,0,3,3.8,3.4,2,,
Stoke,Arsenal,1,1,4.33,3.6,1.83,,
Sunderland,Bolton,2,2,2,3.5,3.75,,
Swansea,Wolves,4,4,1.53,4,6.5,,
West Brom,Aston Villa,0,0,2.1,3.4,3.5,,
Wigan,Newcastle,4,0,2.8,3.4,2.5,,
Chelsea,QPR,6,1,1.4,4.5,8.5,,
Tottenham,Blackburn,2,0,1.36,5,8,,
Man City,Man United,1,0,2.1,3.5,3.4,,
Liverpool,Fulham,0,1,1.62,4,5.5,,
Stoke,Everton,1,1,2.75,3.25,2.6,,
Bolton,Tottenham,1,4,4,3.6,1.91,,
Chelsea,Newcastle,0,2,1.5,4.33,6.5,,
Arsenal,Norwich,3,3,1.22,6.5,12,,
Aston Villa,Tottenham,1,1,4.2,3.75,1.83,,
Bolton,West Brom,2,2,2,3.5,3.75,,
Fulham,Sunderland,2,1,1.83,3.6,4.33,,
Man United,Swansea,2,0,1.17,7,17,,
Newcastle,Man City,0,2,5,4,1.67,,
QPR,Stoke,1,0,1.83,3.75,4.2,,
Wolves,Everton,0,0,5,3.75,1.7,,
Blackburn,Wigan,0,1,2.4,3.5,2.88,,
Liverpool,Chelsea,4,1,2.1,3.5,3.4,,
Chelsea,Blackburn,2,1,1.3,5.5,10,,
Everton,Newcastle,3,1,2.2,3.5,3.2,,
Man City,QPR,3,2,1.13,9,19,,
Norwich,Aston Villa,2,0,2.2,3.4,3.25,,
Stoke,Bolton,2,2,2.38,3.5,2.88,,
Sunderland,Man United,0,1,7,4.5,1.44,,
Swansea,Liverpool,1,0,3.4,3.5,2.1,,
Tottenham,Fulham,2,0,1.4,4.5,8.5,,
West Brom,Arsenal,2,3,5,4,1.67,,
Wigan,Wolves,3,2,1.57,4,6,,
Dortmund,Hamburg,3,1,1.57,3.8,6,,
Augsburg,Freiburg,2,2,2.25,3.4,3.1,,
FC Koln,Wolfsburg,0,3,2.5,3.4,2.7,,
Hannover,Hoffenheim,2,1,2.1,3.4,3.4,,
Hertha,Nurnberg,0,1,2.1,3.4,3.4,,
Stuttgart,Schalke 04,3,0,2.2,3.4,3.2,,
Werder Bremen,Kaiserslautern,2,0,1.8,3.6,4.33,,
Bayern Munich,M'gladbach,0,1,1.2,6.5,13,,
Mainz,Leverkusen,2,0,3.8,3.5,1.95,,
Freiburg,Mainz,1,2,2.3,3.4,3,,
Hamburg,Hertha,2,2,1.95,3.6,3.6,,
Hoffenheim,Dortmund,1,0,4.5,3.75,1.73,,
M'gladbach,Stuttgart,1,1,2.5,3.4,2.7,,
Nurnberg,Hannover,1,2,2.3,3.4,3,,
Schalke 04,FC Koln,5,1,1.62,3.8,5.5,,
Wolfsburg,Bayern Munich,0,1,4,3.75,1.83,,
Kaiserslautern,Augsburg,1,1,1.83,3.5,4.2,,
Leverkusen,Werder Bremen,1,0,1.83,3.6,4.2,,
M'gladbach,Wolfsburg,4,1,2.7,3.3,2.6,,
Augsburg,Hoffenheim,0,2,2.8,3.3,2.5,,
Bayern Munich,Hamburg,5,0,1.33,5,9,,
Dortmund,Nurnberg,2,0,1.29,5,11,,
FC Koln,Kaiserslautern,1,1,2.3,3.3,3.1,,
Stuttgart,Leverkusen,0,1,2.3,3.4,3,,
Werder Bremen,Freiburg,5,3,1.55,4,6,,
Hannover,Hertha,1,1,2.2,3.3,3.3,,
Mainz,Schalke 04,2,4,2.5,3.3,2.75,,
Hertha,Stuttgart,1,0,2.5,3.4,2.7,,
Freiburg,Wolfsburg,3,0,2.8,3.25,2.5,,
Hamburg,FC Koln,3,4,1.85,3.6,4,,
Hoffenheim,Werder Bremen,1,2,2.3,3.4,3,,
Kaiserslautern,Bayern Munich,0,3,6.5,4.2,1.5,,
Leverkusen,Dortmund,0,0,2.6,3.4,2.6,,
Nurnberg,Augsburg,1,0,1.73,3.6,4.75,,
Hannover,Mainz,1,1,2.3,3.4,3,,
Schalke 04,M'gladbach,1,0,1.8,3.6,4.33,,
Augsburg,Leverkusen,1,4,5,3.75,1.67,,
Bayern Munich,Freiburg,7,0,1.17,7,15,,
Dortmund,Hertha,1,2,1.4,4.5,8,,
Mainz,Hoffenheim,0,4,2.2,3.3,3.25,,
M'gladbach,Kaiserslautern,1,0,1.91,3.6,3.75,,
Stuttgart,Hannover,3,0,1.85,3.6,4,,
Werder Bremen,Hamburg,2,0,1.6,4.2,5,,
FC Koln,Nurnberg,1,2,2.6,3.25,2.7,,
Wolfsburg,Schalke 04,2,1,2.5,3.3,2.75,,
Freiburg,Stuttgart,1,2,3.3,3.5,2.1,,
Hamburg,M'gladbach,0,1,2.4,3.5,2.8,,
Hertha,Augsburg,2,2,1.57,3.8,6,,
Hoffenheim,Wolfsburg,3,1,1.95,3.6,3.6,,
Kaiserslautern,Mainz,3,1,2.5,3.4,2.7,,
Leverkusen,FC Koln,1,4,1.4,4.6,7.5,,
Nurnberg,Werder Bremen,1,1,2.63,3.5,2.5,,
Hannover,Dortmund,2,1,4.2,3.5,1.85,,
Schalke 04,Bayern Munich,0,2,5,3.8,1.67,,
Stuttgart,Hamburg,1,2,1.57,4,5.5,,
Augsburg,Hannover,0,0,2.88,3.4,2.38,,
Bayern Munich,Leverkusen,3,0,1.33,5,9,,
Mainz,Dortmund,1,2,3.75,3.6,1.91,,
M'gladbach,Nurnberg,1,0,2.1,3.4,3.4,,
Schalke 04,Freiburg,4,2,1.36,4.75,8.5,,
Wolfsburg,Kaiserslautern,1,0,1.83,3.75,4,,
FC Koln,Hoffenheim,2,0,3,3.4,2.3,,
Werder Bremen,Hertha,2,1,1.83,3.5,4.33,,
Kaiserslautern,Stuttgart,0,2,2.88,3.4,2.38,,
Dortmund,Augsburg,4,0,1.25,5.5,12,,
Freiburg,M'gladbach,1,0,3.1,3.3,2.3,,
Hertha,FC Koln,3,0,1.91,3.5,4,,
Hoffenheim,Bayern Munich,0,0,6.5,4.5,1.44,,
Leverkusen,Wolfsburg,3,1,1.67,3.75,5,,
Nurnberg,Mainz,3,3,2.1,3.25,3.5,,
Hamburg,Schalke 04,1,2,2.75,3.3,2.5,,
Hannover,Werder Bremen,3,2,2.75,3.3,2.5,,
Werder Bremen,Dortmund,0,2,2.8,3.5,2.4,,
Bayern Munich,Hertha,4,0,1.2,6.5,13,,
Mainz,Augsburg,0,1,1.67,3.75,5,,
M'gladbach,Leverkusen,2,2,2.6,3.4,2.6,,
Schalke 04,Kaiserslautern,1,2,1.44,4.2,7.5,,
Stuttgart,Hoffenheim,2,0,2,3.5,3.6,,
Wolfsburg,Nurnberg,2,1,2.1,3.4,3.4,,
FC Koln,Hannover,2,0,2.4,3.4,2.8,,
Freiburg,Hamburg,1,2,2.5,3.4,2.7,,
Augsburg,Werder Bremen,1,1,3.8,3.6,1.91,,
Dortmund,FC Koln,5,0,1.29,5.5,9.5,,
Hamburg,Wolfsburg,1,1,2.15,3.4,3.3,,
Hertha,Mainz,0,0,1.95,3.5,3.75,,
Hoffenheim,M'gladbach,1,0,2,3.5,3.6,,
Kaiserslautern,Freiburg,1,0,2,3.5,3.6,,
Nurnberg,Stuttgart,2,2,2.5,3.4,2.7,,
Hannover,Bayern Munich,2,1,9,4.5,1.36,,
Leverkusen,Schalke 04,0,1,2,3.5,3.6,,
Freiburg,Leverkusen,0,1,3.3,3.5,2.1,,
Bayern Munich,Nurnberg,4,0,1.17,7,16,,
Mainz,Werder Bremen,1,3,2.7,3.4,2.5,,
M'gladbach,Hannover,2,1,2,3.4,3.75,,
Schalke 04,Hoffenheim,3,1,1.95,3.3,4,,
Stuttgart,Dortmund,1,1,3.3,3.3,2.2,,
Wolfsburg,Hertha,2,3,2.2,3.4,3.2,,
FC Koln,Augsburg,3,0,1.91,3.5,4,,
Hamburg,Kaiserslautern,1,1,1.91,3.4,4,,
Mainz,Stuttgart,3,1,2.5,3.4,2.7,,
Dortmund,Wolfsburg,5,1,1.33,4.75,9.5,,
Hertha,M'gladbach,1,2,2.25,3.3,3.2,,
Hoffenheim,Kaiserslautern,1,1,1.67,3.8,5,,
Leverkusen,Hamburg,2,2,1.62,3.75,5.5,,
Nurnberg,Freiburg,1,2,1.73,3.5,5,,
Werder Bremen,FC Koln,3,2,1.44,4.2,7.5,,
Augsburg,Bayern Munich,1,2,15,6,1.2,,
Hannover,Schalke 04,2,2,2.7,3.4,2.5,,
Kaiserslautern,Leverkusen,0,2,2.88,3.4,2.38,,
Bayern Munich,Dortmund,0,1,1.62,3.8,5.5,,
Freiburg,Hertha,2,2,2.6,3.4,2.6,,
M'gladbach,Werder Bremen,5,0,2.5,3.3,2.75,,
Schalke 04,Nurnberg,4,0,1.75,3.5,4.75,,
Wolfsburg,Hannover,4,1,2.3,3.4,3,,
Hamburg,Hoffenheim,2,0,2.3,3.4,3,,
Stuttgart,Augsburg,2,1,1.4,4.5,8,,
FC Koln,M'gladbach,0,3,3.2,3.4,2.2,,
Augsburg,Wolfsburg,2,0,2.88,3.4,2.38,,
Dortmund,Schalke 04,2,0,1.65,3.75,5.25,,
Hannover,Hamburg,1,1,2.2,3.4,3.2,,
Hertha,Leverkusen,3,3,2.88,3.2,2.5,,
Hoffenheim,Freiburg,1,1,1.62,3.75,5.5,,
Nurnberg,Kaiserslautern,1,0,2,3.3,3.8,,
Mainz,Bayern Munich,3,2,9,5,1.33,,
Werder Bremen,Stuttgart,2,0,2.1,3.4,3.4,,
Leverkusen,Hoffenheim,2,0,1.73,3.75,4.5,,
Bayern Munich,Werder Bremen,4,1,1.3,5.5,9,,
Freiburg,Hannover,1,1,2.38,3.4,2.88,,
Kaiserslautern,Hertha,1,1,2.4,3.3,2.88,,
M'gladbach,Dortmund,1,1,3.4,3.4,2.1,,
Stuttgart,FC Koln,2,2,1.44,4.33,7,,
Wolfsburg,Mainz,2,2,2.38,3.4,2.88,,
Hamburg,Nurnberg,2,0,1.91,3.4,4,,
Schalke 04,Augsburg,3,1,1.36,4.75,8.5,,
Hertha,Schalke 04,1,2,2.75,3.3,2.5,,
Augsburg,M'gladbach,1,0,4,3.4,1.91,,
FC Koln,Freiburg,4,0,2.3,3.4,3,,
Hannover,Leverkusen,0,0,2.7,3.4,2.5,,
Mainz,Hamburg,0,0,2.2,3.4,3.2,,
Nurnberg,Hoffenheim,0,2,2.3,3.4,3,,
Werder Bremen,Wolfsburg,4,1,1.62,4,5,,
Dortmund,Kaiserslautern,1,1,1.25,5.5,12,,
Stuttgart,Bayern Munich,1,2,6.25,4,1.53,,
FC Koln,Mainz,1,1,2.5,3.4,2.7,,
Bayern Munich,FC Koln,3,0,1.13,8.5,17,,
Freiburg,Dortmund,1,4,5.5,4,1.57,,
Hamburg,Augsburg,1,1,1.57,3.75,6,,
Hoffenheim,Hertha,1,1,1.91,3.5,4,,
Leverkusen,Nurnberg,0,3,1.5,4,7,,
Schalke 04,Werder Bremen,5,0,2,3.5,3.6,,
Wolfsburg,Stuttgart,1,0,2.6,3.4,2.6,,
Kaiserslautern,Hannover,1,1,2.3,3.3,3.1,,
M'gladbach,Mainz,1,0,1.83,3.5,4.33,,
M'gladbach,Bayern Munich,3,1,5,3.75,1.67,,
Freiburg,Augsburg,1,0,2.05,3.4,3.6,,
Hoffenheim,Hannover,0,0,1.85,3.6,4,,
Kaiserslautern,Werder Bremen,0,0,2.8,3.4,2.4,,
Nurnberg,Hertha,2,0,2.15,3.3,3.4,,
Schalke 04,Stuttgart,3,1,1.8,3.6,4.33,,
Wolfsburg,FC Koln,1,0,1.8,3.75,4.2,,
Hamburg,Dortmund,1,5,4.33,3.5,1.83,,
Leverkusen,Mainz,3,2,1.8,3.5,4.5,,
Hannover,Nurnberg,1,0,2.2,3.4,3.2,,
Augsburg,Kaiserslautern,2,2,2.5,3.2,2.88,,
Bayern Munich,Wolfsburg,2,0,1.17,7,15,,
Dortmund,Hoffenheim,3,1,1.33,5,9,,
FC Koln,Schalke 04,1,4,4,3.5,1.91,,
Hertha,Hamburg,1,2,2.38,3.25,3,,
Werder Bremen,Leverkusen,1,1,2.2,3.4,3.2,,
Mainz,Freiburg,3,1,1.67,3.75,5,,
Stuttgart,M'gladbach,0,3,2.5,3.25,2.8,,
Nurnberg,Dortmund,0,2,6,4,1.57,,
Hamburg,Bayern Munich,1,1,6,4,1.53,,
Hertha,Hannover,0,1,2.4,3.4,2.8,,
Hoffenheim,Augsburg,2,2,1.62,3.8,5.5,,
Leverkusen,Stuttgart,2,2,1.75,3.75,4.5,,
Schalke 04,Mainz,1,1,1.73,3.75,4.5,,
Wolfsburg,M'gladbach,0,0,2.88,3.4,2.4,,
Freiburg,Werder Bremen,2,2,3.2,3.4,2.2,,
Kaiserslautern,FC Koln,0,1,1.75,3.5,4.75,,
Wolfsburg,Freiburg,3,2,1.7,3.8,4.75,,
Bayern Munich,Kaiserslautern,2,0,1.14,8,15,,
Dortmund,Leverkusen,1,0,1.4,4.5,8,,
Mainz,Hannover,1,1,1.91,3.4,4,,
M'gladbach,Schalke 04,3,0,2.38,3.4,2.88,,
Stuttgart,Hertha,5,0,1.8,3.5,4.5,,
Werder Bremen,Hoffenheim,1,1,1.83,3.5,4.33,,
Augsburg,Nurnberg,0,0,2.7,3.2,2.63,,
FC Koln,Hamburg,0,1,3.1,3.4,2.25,,
Hoffenheim,Mainz,1,1,2.4,3.3,2.9,,
Freiburg,Bayern Munich,0,0,9,5.5,1.3,,
Hamburg,Werder Bremen,1,3,2,3.5,3.6,,
Hertha,Dortmund,0,1,7,4,1.5,,
Kaiserslautern,M'gladbach,1,2,3.2,3.3,2.25,,
Leverkusen,Augsburg,4,1,1.5,4,7,,
Nurnberg,FC Koln,2,1,1.73,3.5,5,,
Hannover,Stuttgart,4,2,2.5,3.3,2.8,,
Schalke 04,Wolfsburg,4,0,1.67,3.75,5,,
M'gladbach,Hamburg,1,1,1.73,3.75,4.5,,
Augsburg,Hertha,3,0,2.6,3.25,2.7,,
FC Koln,Leverkusen,0,2,3.75,3.6,1.91,,
Mainz,Kaiserslautern,4,0,1.73,3.6,4.75,,
Stuttgart,Freiburg,4,1,1.67,3.75,5,,
Werder Bremen,Nurnberg,0,1,1.8,3.5,4.5,,
Wolfsburg,Hoffenheim,1,2,2.2,3.3,3.25,,
Bayern Munich,Schalke 04,2,0,1.4,4.5,7.5,,
Dortmund,Hannover,3,1,1.25,5.5,12,,
Dortmund,Mainz,2,1,1.3,5,11,,
Freiburg,Schalke 04,2,1,3.8,3.6,1.91,,
Hamburg,Stuttgart,0,4,2,3.5,3.6,,
Hannover,Augsburg,2,2,1.73,3.5,5,,
Hertha,Werder Bremen,1,0,2.5,3.4,2.7,,
Kaiserslautern,Wolfsburg,0,0,2.3,3.25,3.1,,
Leverkusen,Bayern Munich,2,0,4.5,3.6,1.8,,
Hoffenheim,FC Koln,1,1,1.62,3.8,5.5,,
Nurnberg,M'gladbach,1,0,3,3.25,2.38,,
Stuttgart,Kaiserslautern,0,0,1.67,3.75,5,,
Augsburg,Dortmund,0,0,8.5,4.75,1.36,,
Bayern Munich,Hoffenheim,7,1,1.25,5.5,12,,
FC Koln,Hertha,1,0,2.38,3.25,3,,
Mainz,Nurnberg,2,1,1.91,3.4,4,,
M'gladbach,Freiburg,0,0,1.53,4,6,,
Wolfsburg,Leverkusen,3,2,2.88,3.4,2.38,,
Schalke 04,Hamburg,3,1,1.83,3.6,4.2,,
Werder Bremen,Hannover,3,0,2,3.5,3.6,,
Hoffenheim,Stuttgart,1,2,2.3,3.4,3,,
Augsburg,Mainz,2,1,2.9,3.3,2.4,,
Dortmund,Werder Bremen,1,0,1.33,5,9,,
Hamburg,Freiburg,1,3,1.83,3.75,4,,
Hertha,Bayern Munich,0,6,9,5,1.33,,
Leverkusen,M'gladbach,1,2,2.1,3.4,3.4,,
Nurnberg,Wolfsburg,1,3,2,3.4,3.75,,
Hannover,FC Koln,4,1,1.62,3.8,5.5,,
Kaiserslautern,Schalke 04,1,4,3.5,3.3,2.1,,
Wolfsburg,Hamburg,2,1,2.05,3.5,3.4,,
Bayern Munich,Hannover,2,1,1.17,7,15,,
Freiburg,Kaiserslautern,2,0,2,3.4,3.75,,
Mainz,Hertha,1,3,1.73,3.5,5,,
M'gladbach,Hoffenheim,1,2,1.67,3.6,5.25,,
Schalke 04,Leverkusen,2,0,1.91,3.6,3.75,,
Werder Bremen,Augsburg,1,1,1.8,3.5,4.5,,
FC Koln,Dortmund,1,6,8,4.5,1.4,,
Stuttgart,Nurnberg,1,0,1.83,3.5,4.33,,
Dortmund,Stuttgart,4,4,1.29,5.5,10,,
Augsburg,FC Koln,2,1,2,3.4,3.75,,
Hertha,Wolfsburg,1,4,2.4,3.3,2.9,,
Kaiserslautern,Hamburg,0,1,2.5,3.25,2.8,,
Leverkusen,Freiburg,0,2,1.7,3.8,4.75,,
Nurnberg,Bayern Munich,0,1,8.5,4.75,1.36,,
Werder Bremen,Mainz,0,3,2.1,3.4,3.4,,
Hannover,M'gladbach,2,1,2.7,3.25,2.6,,
Hoffenheim,Schalke 04,1,1,3,3.4,2.3,,
Bayern Munich,Augsburg,2,1,1.13,8,21,,
FC Koln,Werder Bremen,1,1,2.8,3.4,2.4,,
Freiburg,Nurnberg,2,2,2.1,3.4,3.4,,
Kaiserslautern,Hoffenheim,1,2,2.75,3.3,2.5,,
M'gladbach,Hertha,0,0,1.57,3.75,6,,
Stuttgart,Mainz,4,1,2.05,3.4,3.6,,
Wolfsburg,Dortmund,1,3,5.5,4,1.57,,
Hamburg,Leverkusen,1,1,2.75,3.3,2.5,,
Schalke 04,Hannover,3,0,1.67,3.8,5,,
Augsburg,Stuttgart,1,3,2.7,3.4,2.5,,
Hertha,Freiburg,1,2,2.1,3.4,3.4,,
Mainz,FC Koln,4,0,1.57,4,5.5,,
Werder Bremen,M'gladbach,2,2,2.4,3.4,2.8,,
Dortmund,Bayern Munich,1,0,2.6,3.4,2.7,,
Hannover,Wolfsburg,2,0,2.1,3.5,3.3,,
Hoffenheim,Hamburg,4,0,2.2,3.4,3.2,,
Leverkusen,Kaiserslautern,3,1,1.4,4.5,8,,
Nurnberg,Schalke 04,4,1,3,3.4,2.3,,
Stuttgart,Werder Bremen,4,1,1.73,4,4.2,,
Bayern Munich,Mainz,0,0,1.29,5,11,,
Hamburg,Hannover,1,0,2.3,3.4,3,,
Kaiserslautern,Nurnberg,0,2,2.8,3.4,2.4,,
Leverkusen,Hertha,3,3,1.53,4,6,,
Schalke 04,Dortmund,1,2,3.3,3.5,2.1,,
Wolfsburg,Augsburg,1,2,1.73,3.75,4.5,,
Freiburg,Hoffenheim,0,0,2.3,3.4,3,,
M'gladbach,FC Koln,3,0,1.5,4.33,6,,
Mainz,Wolfsburg,0,0,1.91,3.6,3.75,,
Dortmund,M'gladbach,2,0,1.44,4.2,7.5,,
FC Koln,Stuttgart,1,1,4,3.75,1.83,,
Hertha,Kaiserslautern,1,2,1.53,4,6,,
Hoffenheim,Leverkusen,0,1,2.38,3.4,2.88,,
Nurnberg,Hamburg,1,1,2.2,3.3,3.25,,
Werder Bremen,Bayern Munich,1,2,3.2,3.4,2.2,,
Augsburg,Schalke 04,1,1,3.2,3.4,2.2,,
